ADM2_EN,ADM2_PCODE,ADM2_REF,ADM2ALT1_EN,ADM2ALT2_EN,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,DATE,VALIDON,VALID_TO,District,DISTRICT_PCODE,AREA_SQKM
Sakhuwa Prasauni,NP0234404,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,74.27374455
Sakhuwanankarkatti,NP0216408,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,32.80159782
Salpasilichho,NP0110401,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhojpur,NP0110,192.9519212
Sammarimai,NP0548409,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,50.7905751
Samsi,NP0218402,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,21.56102571
Sandakpur,NP0103402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ilam,NP0103,155.4470545
Sandhikharka,NP0550302,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Arghakhanchi,NP0550,129.4244007
Sangurigadhi,NP0107403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhankuta,NP0107,166.0336199
Sani Bheri,NP0652401,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rukum West,NP0652,133.7343926
Sanni Tribeni,NP0664402,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,136.5487545
Sanphebagar,NP0769301,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,166.4375368
Saptakoshi,NP0215304,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,60.13742355
Sarawal,NP0547402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,73.20785687
Sarkegad,NP0666404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Humla,NP0666,306.4581718
Sarumarani,NP0555406,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,157.9571045
Satyawati,NP0551409,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gulmi,NP0551,115.9445352
Sayal,NP0770402,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Doti,NP0770,122.4877578
Shadananda,NP0110301,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhojpur,NP0110,240.6394584
Shailyashikhar,NP0775302,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Darchula,NP0775,117.5111561
Shambhunath,NP0215303,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,108.5380265
Shankharapur,NP0327307,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kathmandu,NP0327,60.20364905
Shantinagar,NP0556403,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dang,NP0556,115.9555094
Sharada,NP0653303,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Salyan,NP0653,198.2153399
Shey Phoksundo,NP0662401,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolpa,NP0662,2453.744887
Shikhar,NP0770301,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Doti,NP0770,284.7586613
Shivanath,NP0774405,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,81.41692994
Shivapuri,NP0328410,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,101.4788514
Shivapuri Watershed and Wildlife Reserve,NP0328596,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,24.6375393
Shivaraj,NP0549301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kapilbastu,NP0549,284.0359552
Shivasataxi,NP0104302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jhapa,NP0104,144.9814256
Shiwalaya,NP0660404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jajarkot,NP0660,134.1561692
Shuklagandaki,NP0440301,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Tanahu,NP0440,164.8011577
Shuklaphanta,NP0772304,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kanchanpur,NP0772,162.1082603
Shuklaphanta National Park,NP0772597,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kanchanpur,NP0772,398.9009243
Siddhalek,NP0330407,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhading,NP0330,106.3622836
Siddharthanagar,NP0548305,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,36.03753251
Siddhicharan,NP0113301,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Okhaldhunga,NP0113,167.6563648
Sidingba,NP0101408,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,205.2666027
Sigas,NP0774406,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,244.9020527
Silichong,NP0109403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sankhuwasabha,NP0109,500.8759279
Simkot,NP0666402,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Humla,NP0666,785.2774253
Simraungadh,NP0233305,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,41.44226232
Simta,NP0659404,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Surkhet,NP0659,241.4478856
Sinja,NP0663402,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jumla,NP0663,153.1725238
Siraha,NP0216308,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,94.10745722
Siranchok,NP0436405,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gorkha,NP0436,121.6752868
Sirijangha,NP0101403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,479.3877409
Sisne,NP0552401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rukum East,NP0552,327.0452414
Sitganga,NP0550303,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Arghakhanchi,NP0550,610.3960524
Siyari,NP0548404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,66.35857533
Solududhakunda,NP0111301,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Solukhumbu,NP0111,537.3460676
Sonama,NP0218401,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mahottari,NP0218,57.74335163
Soru,NP0665402,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mugu,NP0665,365.5301517
Sotang,NP0111407,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Solukhumbu,NP0111,102.8298785
Suddhodhan,NP0549404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kapilbastu,NP0549,91.70009436
Sudhdhodhan,NP0548402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,57.56570241
Sukhipur,NP0216307,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Siraha,NP0216,54.71308993
Gangadev,NP0554401,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rolpa,NP0554,124.34605
Barpak Sulikot,NP0436403,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Gorkha,NP0436,200.6486548
Sunapati,NP0321401,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ramechhap,NP0321,85.03866901
Sunchhahari,NP0554405,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rolpa,NP0554,277.567375
Sundarbazar,NP0437303,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Lamjung,NP0437,72.0624858
Sundarharaicha,NP0105302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,109.882583
Sunkoshi,NP0113405,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Okhaldhunga,NP0113,143.5827535
Limchungbung,NP0114402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Udayapur,NP0114,106.637876
Sunkoshi,NP0320404,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhuli,NP0320,154.5821191
Sunkoshi,NP0323407,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhupalchok,NP0323,72.81358274
Sunwal,NP0547301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,173.5542165
Sunwarshi,NP0105307,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,106.0909217
Surma,NP0767402,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajhang,NP0767,270.3408931
Surnaya,NP0774403,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baitadi,NP0774,124.2169867
Surunga,NP0215301,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,106.8893071
Suryabinayak,NP0326304,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhaktapur,NP0326,42.44592486
Suryagadhi,NP0328404,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,49.08508908
Suryodaya,NP0103303,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ilam,NP0103,224.6574608
Susta,NP0547404,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nawalparasi West,NP0547,91.24825597
Suwarna,NP0233408,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bara,NP0233,36.83313349
Sunilsmriti,NP0554407,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rolpa,NP0554,156.5247789
Swami Kartik Khapar,NP0768405,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajura,NP0768,110.4411336
Sworgadwary,NP0555301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Pyuthan,NP0555,224.6533276
Tadi,NP0328405,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,69.78086294
Talkot,NP0767403,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajhang,NP0767,334.7593502
Tamakoshi,NP0322407,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolakha,NP0322,82.08497896
Taman Khola,NP0443402,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baglung,NP0443,178.0305485
Tanjakot,NP0666406,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Humla,NP0666,158.9530872
Tansen,NP0546301,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,109.8154242
Tapli,NP0114401,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Udayapur,NP0114,118.9492889
Tara Khola,NP0443404,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Baglung,NP0443,129.5427983
Tarakeshwor,NP0327301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kathmandu,NP0327,34.94223985
Tarkeshwar,NP0328403,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Nuwakot,NP0328,72.62071154
Tatopani,NP0663406,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jumla,NP0663,525.2391034
Temal,NP0324405,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kabhrepalanchok,NP0324,88.79979475
Thaha,NP0331301,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Makawanpur,NP0331,191.1055367
Thakre,NP0330411,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhading,NP0330,96.01843002
Thakurbaba,NP0558303,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bardiya,NP0558,104.4085962
Thalara,NP0767409,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajhang,NP0767,105.3095189
Thantikandh,NP0661401,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dailekh,NP0661,88.10864529
Thasang,NP0445405,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Mustang,NP0445,289.5836164
Thawang,NP0554403,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rolpa,NP0554,191.0554114
Thori,NP0234401,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Parsa,NP0234,128.7086737
Thuli Bheri,NP0662302,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolpa,NP0662,458.2032455
Tikapur,NP0771305,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kailali,NP0771,118.1165777
Tila,NP0663405,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jumla,NP0663,175.3611282
Tilagufa,NP0664303,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kalikot,NP0664,262.3376214
Tilathi Koiladi,NP0215409,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,32.85837778
Tillotama,NP0548303,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rupandehi,NP0548,126.2117661
Tinau,NP0546402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Palpa,NP0546,202.0246992
Tinpatan,NP0320406,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhuli,NP0320,280.0034937
Tirahut,NP0215403,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Saptari,NP0215,37.74537508
Tokha,NP0327302,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kathmandu,NP0327,17.11027072
Tribeni,NP0554406,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rolpa,NP0554,205.3137458
Tribeni,NP0652403,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rukum West,NP0652,85.4699213
Tribeni,NP0653406,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Salyan,NP0653,119.0418287
Tribeni,NP0768304,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bajura,NP0768,170.0947898
Nalagad,NP0660303,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Jajarkot,NP0660,387.2849301
Tripura Sundari,NP0330404,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dhading,NP0330,84.3636127
Tripurasundari,NP0323408,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Sindhupalchok,NP0323,94.22451997
Tripurasundari,NP0662301,,,,6,NP06,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dolpa,NP0662,393.4650642
Triyuga,NP0114302,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Udayapur,NP0114,546.5871629
Tulsipur,NP0556201,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Dang,NP0556,384.4509338
Tumbewa,NP0102406,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Panchthar,NP0102,117.0086697
Turmakhad,NP0769406,,,,7,NP07,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Achham,NP0769,231.7615014
Temkemaiyung,NP0110402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Bhojpur,NP0110,173.0766331
Udayapurgadhi,NP0114403,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Udayapur,NP0114,269.1467483
Umakunda,NP0321404,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Ramechhap,NP0321,451.4414138
Uralabari,NP0105305,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Morang,NP0105,74.39196249
Uttargaya,NP0329403,,,,3,NP03,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rasuwa,NP0329,118.4349027
Waling,NP0441304,,,,4,NP04,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Syangja,NP0441,128.4240062
Pathivara Yangwarak,NP0101407,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Taplejung,NP0101,92.46618612
Yangwarak,NP0102402,,,,1,NP01,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Panchthar,NP0102,207.618517
Yashodhara,NP0549402,,,,5,NP05,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Kapilbastu,NP0549,67.55762247
Yemunamai,NP0232401,,,,2,NP02,Nepal,NP,11/28/2018 0:00,4/30/2019 0:00,,Rautahat,NP0232,16.69609464
